Trade_ID,Date,Time,Instrument,Setup_Type,Session,Risk_Reward_Ratio,Risk_Amount,Win_Loss,PnL,Balance,Peak_Balance,Drawdown_Pct,Cumulative_PnL,Trade_Number,Win_Binary,Day_of_Week,Month,Year,Quarter,Hour,Streak,Longest_Win_Streak_20,Longest_Loss_Streak_20,Streak_Momentum,Trades_Since_Last_Win,Trades_Since_Last_Loss,MA_PnL_5,MA_Balance_5,MA_PnL_10,MA_Balance_10,MA_PnL_20,MA_Balance_20,MA_PnL_50,MA_Balance_50,PnL_Velocity_5,Balance_Momentum_10,PnL_Acceleration,PnL_Volatility_10,PnL_Volatility_20,PnL_Volatility_50,CV_20,Drawdown_Dollar,Recovery_Rate,MAE_Proxy,Risk_Adjusted_Return_20,Trades_Per_Day,DateTime,Hours_Since_Last_Trade,Potential_Revenge_Trade,Risk_Change_Pct,Risk_Escalation,Same_Session_As_Prev,Setup_Changes_10,Hour_Sin,Hour_Cos,DayOfWeek_Num,DayOfWeek_Sin,DayOfWeek_Cos,Month_Num,Month_Sin,Month_Cos,Is_Monday,Is_Friday,Days_In_Month,Day_Of_Month,Is_Month_End,Is_Month_Start,Win_Rate_10,Win_Rate_20,Win_Rate_50,Profit_Factor_20,Profit_Factor_50,Avg_Win_Loss_Ratio_20,Expectancy_20,Performance_Percentile
84,2023-07-03,05:40,XAU/USD,Scalping,Sydney,2.5,90.37,Win,225.92,15000.18,15185.72,1.22,5000.15,84,1,Monday,July,2023,3,5,1,3,4,225.92,0,1,-37.108000000000025,14953.179999999998,75.078,14841.552000000001,22.080000000000005,14594.332499999999,40.995200000000004,14100.399200000002,62.93399999999999,5.268853425407394,339.1400000000003,191.57174494747974,161.36872764931223,155.5194717415652,7.308366288465226,185.53999999999905,1.2176350113183203,90.37,0.13682948562366082,2,2023-07-03 05:40:00,86.71666666666667,0,-20.181946652534887,0,0,10.0,0.9659258262890683,0.25881904510252074,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,3,0,1,50.0,40.0,48.0,1.3673693492837298,1.7997939801627871,2.0510540239255945,22.080000000000005,77.8
85,2023-07-03,08:04,NAS100,Swing,Tokyo,2.5,105.07,Win,262.67,15262.86,15262.86,0.0,5262.82,85,1,Monday,July,2023,3,8,2,3,4,525.34,0,2,33.17599999999997,14986.358000000002,74.589,14916.141999999998,39.91600000000001,14634.2495,44.3266,14144.726,70.52799999999999,5.138128092934058,36.75,191.03130868757847,167.45657289043788,158.47984904558118,4.195224293276827,0.0,0.0,105.07,0.2383662779610086,2,2023-07-03 08:04:00,2.4,0,16.26646010844306,0,0,10.0,0.8660254037844387,-0.4999999999999998,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,3,0,1,50.0,45.0,48.0,1.7204989124646892,1.8647877761563258,2.102832004123509,39.91600000000001,87.4
86,2023-07-06,22:05,AUD/USD,Trend Following,Sydney,2.0,93.43,Loss,-93.43,15169.42,15262.86,0.61,5169.389999999999,86,0,Thursday,July,2023,3,22,-1,3,4,93.43,1,0,32.48399999999997,15018.842,75.30799999999999,14991.45,29.490500000000004,14663.7405,39.41440000000001,14184.140399999998,5.217999999999998,5.223794666330006,-356.10000000000036,190.31076023762353,169.01418191740757,158.87456897174945,5.731139923616335,93.44000000000051,-0.9998929794520495,93.43,0.1744853577696289,1,2023-07-06 22:05:00,86.01666666666667,0,-11.078328733225451,0,0,10.0,-0.5000000000000004,0.8660254037844384,3,0.43388373911755823,-0.900968867902419,7,-0.4999999999999997,-0.8660254037844388,0,0,31,6,0,0,50.0,40.0,46.0,1.490919230257025,1.741906945401293,2.2363788453855378,29.490500000000004,33.2
87,2023-07-10,04:04,AUD/USD,Reversal,Sydney,2.5,107.76,Loss,-107.76,15061.66,15262.86,1.32,5061.629999999999,87,0,Monday,July,2023,3,4,-2,3,4,215.52,2,0,34.83599999999998,15053.676000000001,46.735,15038.184,28.971500000000002,14692.7125,39.213800000000006,14223.3542,1.0919999999999987,3.202204693332744,-14.329999999999927,194.58614551857946,169.43967547167748,159.05749250506872,5.848495089024643,201.20000000000073,-0.5355864811133182,107.76,0.17098415656988616,2,2023-07-10 04:04:00,77.98333333333333,0,15.337685968104452,0,1,10.0,0.8660254037844386,0.5000000000000001,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,10,0,0,40.0,40.0,46.0,1.478148569919625,1.7353543460649887,2.2172228548794375,28.971500000000002,13.4
88,2023-07-10,13:53,USD/CAD,Range Trading,London,3.0,98.64,Win,295.91,15357.58,15357.58,0.0,5357.539999999999,88,1,Monday,July,2023,3,13,1,3,4,295.91,0,1,116.66199999999999,15170.34,42.129,15080.313999999998,48.53750000000001,14741.251,47.507200000000005,14270.861599999998,13.998000000000008,2.820648782695545,403.6700000000001,187.22720460267877,176.756613361722,161.44520796751283,3.641650545696049,0.0,0.0,98.64,0.27460075793979416,2,2023-07-10 13:53:00,9.816666666666666,0,-8.463251670378625,0,0,10.0,-0.2588190451025208,-0.9659258262890683,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,10,0,0,40.0,45.0,48.0,1.8695282199192058,1.9324059099687545,2.284978935456807,48.53750000000001,94.0
89,2023-07-12,13:24,SPX500,Range Trading,London,1.0,114.27,Loss,-114.27,15243.31,15357.58,0.74,5243.269999999999,89,0,Wednesday,July,2023,3,13,-1,3,4,114.27,1,0,48.62399999999999,15218.966,5.757999999999997,15086.072999999999,47.864000000000004,14789.116,47.2068,14318.0686,-75.388,0.379237862939652,-410.1800000000003,177.55766993039504,177.3801490228499,161.73756005457778,3.7059198776293223,114.27000000000044,-0.9999999999999961,114.27,0.26983853753462694,1,2023-07-12 13:24:00,47.516666666666666,0,15.845498783454982,0,1,9.0,-0.2588190451025208,-0.9659258262890683,2,0.9749279121818236,-0.22252093395631434,7,-0.4999999999999997,-0.8660254037844388,0,0,31,12,0,0,30.0,45.0,48.0,1.8472404149113184,1.9210795370290878,2.2577382848916114,47.864000000000004,6.2
90,2023-07-14,15:53,USD/CAD,Breakout,London,2.0,110.14,Loss,-110.14,15133.17,15357.58,1.46,5133.129999999998,90,0,Friday,July,2023,3,15,-2,3,4,220.28,2,0,-25.938000000000017,15193.028,3.6189999999999984,15089.693000000003,47.2195,14836.3365,42.6158,14360.684600000002,-3.3419999999999987,0.23978321477753362,4.130000000000109,178.9461019071882,177.95764006535825,162.89997730033292,3.7687319871103733,224.40999999999985,-0.49079809277661457,110.14,0.2653412350414276,1,2023-07-14 15:53:00,50.483333333333334,0,-3.614246958956857,0,1,9.0,-0.7071067811865471,-0.7071067811865479,4,-0.433883739117558,-0.9009688679024191,7,-0.4999999999999997,-0.8660254037844388,0,1,31,14,0,0,30.0,45.0,46.0,1.8264042633250788,1.7972365230925798,2.2322718773973182,47.2195,11.0
91,2023-07-17,13:17,NAS100,News Trading,London,3.0,115.91,Loss,-115.91,15017.25,15357.58,2.22,5017.219999999998,91,0,Monday,July,2023,3,13,-3,3,4,347.73,3,0,-30.434000000000015,15162.594000000001,1.0249999999999972,15090.717999999999,35.98450000000001,14872.3215,33.9092,14394.5936,-1.6299999999999983,0.06830145931897569,-5.769999999999527,180.63356371086988,180.9340261117295,159.39959718587875,5.028110050486444,340.3299999999999,-0.34058120059941827,115.91,0.19888188403976065,1,2023-07-17 13:17:00,69.4,0,5.238786998365708,0,1,9.0,-0.2588190451025208,-0.9659258262890683,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,17,0,0,30.0,40.0,44.0,1.5717815489242697,1.607990303482355,2.3576723233864048,35.98450000000001,4.8
92,2023-07-19,13:25,EUR/USD,Range Trading,London,2.5,93.45,Loss,-93.45,14923.81,15357.58,2.82,4923.769999999999,92,0,Wednesday,July,2023,3,13,-4,3,4,373.8,4,0,-27.572000000000013,15135.024,3.631999999999998,15094.35,36.706500000000005,14909.029,25.474400000000006,14420.068200000002,-77.872,0.2439632201264308,22.460000000000036,178.88010359517972,180.3575843844667,154.5900678906927,4.9135053569385985,433.77000000000044,-0.21543675219586395,93.45,0.20352068988545044,1,2023-07-19 13:25:00,48.13333333333333,0,-19.377102924682944,0,1,9.0,-0.2588190451025208,-0.9659258262890683,2,0.9749279121818236,-0.22252093395631434,7,-0.4999999999999997,-0.8660254037844388,0,0,31,19,0,0,30.0,40.0,42.0,1.590022825178422,1.4419447066007884,2.3850342377676332,36.706500000000005,33.0
93,2023-07-21,23:58,XAU/USD,Reversal,Sydney,1.5,119.23,Loss,-119.23,14804.58,15357.58,3.6,4804.539999999999,93,0,Friday,July,2023,3,23,-5,3,5,596.15,5,0,-110.60000000000002,15024.423999999999,3.030999999999996,15097.381999999998,22.898500000000006,14931.928,25.092000000000002,14445.160399999999,-0.9920000000000015,0.2052217843736326,-25.779999999999745,179.32586486617038,181.2380800370781,154.93033166358276,7.914845078807698,553.0,-0.21560578661844484,119.23,0.12634486083341523,1,2023-07-21 23:58:00,58.55,0,27.586944890315678,1,0,9.0,-0.25881904510252157,0.9659258262890681,4,-0.433883739117558,-0.9009688679024191,7,-0.4999999999999997,-0.8660254037844388,0,1,31,21,0,0,30.0,35.0,42.0,1.335885644715322,1.4324417482421068,2.4809304830427408,22.898500000000006,0.6
94,2023-07-24,12:55,SPX500,News Trading,Overlap-Asia-EU,1.0,83.36,Loss,-83.36,14721.22,15357.58,4.14,4721.179999999999,94,0,Monday,July,2023,3,12,-6,3,6,500.15999999999997,6,0,-104.41800000000003,14920.006,-27.897000000000002,15069.485999999999,23.590500000000002,14955.519,20.942600000000002,14466.103200000001,5.356,-1.8597110168011355,35.86999999999989,162.49389014496654,180.7812334949272,155.00252609936288,7.6633065638679625,636.3600000000006,-0.1309950342573385,83.36,0.13049197388434658,1,2023-07-24 12:55:00,60.95,0,-30.084710223936927,0,0,9.0,1.2246467991473532e-16,-1.0,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,24,0,0,20.0,35.0,40.0,1.3495847009921238,1.350849036373871,2.506371587556801,23.590500000000002,44.800000000000004
95,2023-07-25,14:20,EUR/USD,Reversal,London,2.0,95.16,Win,190.33,14911.55,15357.58,2.9,4911.509999999999,95,1,Tuesday,July,2023,3,14,1,3,6,190.33,0,1,-44.32400000000003,14875.682,-35.13100000000001,15034.355000000001,19.729000000000006,14975.248500000002,26.546200000000002,14492.649599999999,61.248000000000005,-2.3017311303386245,273.6899999999996,149.1862793400698,176.0588946885314,155.97687205440923,8.923863079149037,446.03000000000065,0.4267201757729295,95.16,0.11205909269680975,1,2023-07-25 14:20:00,25.416666666666668,0,14.155470249520153,0,0,9.0,-0.4999999999999997,-0.8660254037844388,1,0.7818314824680298,0.6234898018587336,7,-0.4999999999999997,-0.8660254037844388,0,0,31,25,0,0,20.0,35.0,42.0,1.2923616102190971,1.4585295245465004,2.4001001332640377,19.729000000000006,72.8
96,2023-07-28,10:16,EUR/GBP,Swing,Overlap-Asia-EU,2.0,110.08,Loss,-110.08,14801.47,15357.58,3.62,4801.429999999999,96,0,Friday,July,2023,3,10,-1,3,6,110.08,1,0,-43.158000000000015,14832.526000000002,-36.79600000000001,14997.559999999998,19.256000000000007,14994.505,26.362800000000004,14519.012599999998,-3.325999999999999,-2.42560361569526,-300.40999999999985,149.9999149777537,176.41159612201182,156.13510633017384,9.161383263502895,556.1100000000006,-0.1979464494434552,110.08,0.10915382221632387,1,2023-07-28 10:16:00,67.93333333333334,0,15.678856662463225,0,0,9.0,0.49999999999999994,-0.8660254037844387,4,-0.433883739117558,-0.9009688679024191,7,-0.4999999999999997,-0.8660254037844388,0,1,31,28,0,0,20.0,35.0,42.0,1.283366075830151,1.4539237158560272,2.3833941408274235,19.256000000000007,11.200000000000001
97,2023-07-31,02:14,EUR/USD,Range Trading,Sydney,3.0,82.08,Loss,-82.08,14719.39,15357.58,4.16,4719.349999999999,97,0,Monday,July,2023,3,2,-2,2,6,164.16,2,0,-40.884000000000015,14791.641999999998,-34.22800000000001,14963.332999999999,6.253500000000005,15000.7585,22.0024,14541.015199999998,7.4300000000000015,-2.272458679853351,28.0,148.865552899252,173.65991032914403,156.0567939338046,27.770034433380328,638.1900000000005,-0.1286137357213368,82.08,0.03601003817258408,1,2023-07-31 02:14:00,63.96666666666667,0,-25.436046511627907,0,0,9.0,0.49999999999999994,0.8660254037844387,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,31,1,0,20.0,30.0,40.0,1.0867836549470224,1.368430923388123,2.535828528209719,6.253500000000005,47.199999999999996
98,2023-08-01,20:01,EUR/USD,Breakout,New York,1.0,117.98,Win,117.98,14837.37,15357.58,3.39,4837.329999999999,98,1,Tuesday,August,2023,3,20,1,2,6,117.98,0,1,6.557999999999984,14798.2,-52.021,14911.312,-4.945999999999996,14995.813,25.969400000000004,14566.9848,40.268,-3.3873175331009087,200.0599999999995,110.78449715551359,157.32403555116835,155.92234858874008,31.808337151469566,520.2099999999991,0.2267930258933896,117.98,-0.03143829855795525,1,2023-08-01 20:01:00,41.78333333333333,0,43.73781676413255,1,0,9.0,-0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844385,-0.5000000000000004,0,0,31,1,0,1,20.0,30.0,42.0,0.9313613244794161,1.4468868629090825,2.1731764237853044,-4.945999999999996,58.4
99,2023-08-03,19:13,AUD/USD,Reversal,New York,1.5,98.94,Win,148.41,14985.79,15357.58,2.42,4985.739999999999,99,1,Thursday,August,2023,3,19,2,2,6,296.82,0,2,52.91199999999999,14851.113999999998,-25.753000000000007,14885.560000000001,-9.997499999999995,14985.816499999997,25.930600000000005,14592.9158,-8.384000000000004,-1.6893968567194273,30.43000000000029,124.65793766677407,150.18614130734397,155.89100406570049,15.022369723165196,371.78999999999905,0.3991769547325113,98.94,-0.06656739372204062,1,2023-08-03 19:13:00,47.2,0,-16.138328530259372,0,1,10.0,-0.9659258262890684,0.2588190451025203,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844385,-0.5000000000000004,0,0,31,3,0,1,30.0,30.0,42.0,0.8612585607527219,1.446219184399726,2.0096033084230176,-9.997499999999995,64.4
100,2023-08-07,14:47,NZD/USD,Scalping,London,2.0,86.71,Loss,-86.71,14899.07,15357.58,2.99,4899.029999999999,100,0,Monday,August,2023,3,14,-1,2,6,86.71,1,0,-2.4960000000000178,14848.617999999999,-23.410000000000007,14862.15,-9.895499999999995,14975.9215,25.922600000000003,14618.838600000001,4.674000000000001,-1.5469329955323352,-235.1199999999999,123.1061449860783,150.1305234042418,155.89689172079116,15.171595513540689,458.5100000000002,-0.18911256024950374,86.71,-0.06591264571399214,1,2023-08-07 14:47:00,91.56666666666666,0,-12.361026884980797,0,0,10.0,-0.4999999999999997,-0.8660254037844388,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,7,0,0,30.0,30.0,42.0,0.8624794146463489,1.4460201170685378,2.0124519675081474,-9.895499999999995,40.8
101,2023-08-08,22:19,USD/JPY,Breakout,Sydney,2.0,84.32,Win,168.65,15067.72,15357.58,1.89,5067.6799999999985,101,1,Tuesday,August,2023,3,22,1,2,6,168.65,0,1,53.24999999999998,14901.867999999999,5.045999999999995,14867.197,3.035500000000006,14978.9575,31.429800000000004,14650.268600000001,50.146,0.3360801744660247,255.35999999999967,131.92146680675,153.95943790748748,155.97955406948142,50.71963034343178,289.8600000000006,0.5818326088456485,84.32,0.01971623202355418,1,2023-08-08 22:19:00,31.533333333333335,0,-2.756314150617001,0,0,10.0,-0.5000000000000004,0.8660254037844384,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844385,-0.5000000000000004,0,0,31,8,0,0,40.0,35.0,44.0,1.0449983693557474,1.5613907862021665,1.9407112573749599,3.035500000000006,69.19999999999999
102,2023-08-10,18:37,EUR/GBP,Scalping,New York,2.5,117.66,Win,294.15,15361.87,15361.87,0.0,5361.829999999998,102,1,Thursday,August,2023,3,18,2,2,6,588.3,0,2,128.49599999999995,15030.364000000001,43.806,14911.003,23.719000000000005,15002.676500000001,33.928200000000004,14684.197,35.233999999999995,2.935309414955034,125.5,154.73480734613153,164.08250812512466,159.19903800204168,6.917766690211418,0.0,0.0,117.66,0.14455532323965067,1,2023-08-10 18:37:00,44.3,0,39.53984819734346,0,0,10.0,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844385,-0.5000000000000004,0,0,31,10,0,0,50.0,40.0,44.0,1.3857877102241307,1.6060165471121146,2.078681565336196,23.719000000000005,93.4
103,2023-08-14,22:43,AUD/USD,Swing,Sydney,1.0,107.89,Win,107.89,15469.76,15469.76,0.0,5469.719999999998,103,1,Monday,August,2023,3,22,3,3,6,323.67,0,3,126.47799999999998,15156.841999999999,66.518,14977.521000000002,34.7745,15037.451500000001,30.780400000000004,14714.9776,-8.104,4.493069036744046,-186.2599999999993,144.47353381617452,161.8033741589172,156.05621773487363,4.652931721776508,0.0,0.0,107.89,0.21491826224739785,2,2023-08-14 22:43:00,100.1,0,-8.30358660547339,0,0,10.0,-0.5000000000000004,0.8660254037844384,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,14,0,0,60.0,45.0,44.0,1.6229644757349384,1.549791374924981,1.9836232481204803,34.7745,56.2
104,2023-08-14,19:27,GBP/USD,Swing,New York,3.0,111.31,Win,333.92,15803.67,15803.67,0.0,5803.6399999999985,104,1,Monday,August,2023,3,19,4,4,6,1335.68,0,4,163.57999999999998,15320.418,108.24600000000001,15085.766,40.17450000000001,15077.626,39.449600000000004,14754.4274,84.126,7.352991124376929,226.02999999999975,156.16286819998038,170.10747901114263,160.64132125239223,4.234215211418751,0.0,0.0,111.31,0.23617127379430766,2,2023-08-14 19:27:00,-3.2666666666666666,0,3.169895263694511,0,0,9.0,-0.9659258262890684,0.2588190451025203,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,14,0,0,70.0,45.0,46.0,1.719702262589348,1.7306185040040896,2.1018583209425366,40.17450000000001,98.4
105,2023-08-16,21:26,GBP/USD,Trend Following,New York,3.0,105.9,Win,317.71,16121.38,16121.38,0.0,6121.3499999999985,105,1,Wednesday,August,2023,3,21,5,5,6,1588.55,0,5,244.464,15564.88,120.984,15206.749,42.92650000000001,15120.552000000001,42.533199999999994,14796.960799999999,29.811999999999994,8.113375202443752,-16.210000000000036,168.32389096949697,174.29025549579498,164.505042766699,4.060201868211825,0.0,0.0,105.9,0.24629317271863016,1,2023-08-16 21:26:00,49.983333333333334,0,-4.860300062887424,0,1,9.0,-0.7071067811865477,0.7071067811865474,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844385,-0.5000000000000004,0,0,31,16,0,0,70.0,45.0,46.0,1.7690027050751511,1.787727707112537,2.1621144173140734,42.92650000000001,96.0
106,2023-08-18,15:45,EUR/GBP,Breakout,London,2.0,105.42,Loss,-105.42,16015.95,16121.38,0.65,6015.9299999999985,106,0,Friday,August,2023,3,15,-1,5,6,105.42,1,0,189.64999999999995,15754.526000000002,121.44999999999997,15328.197000000004,42.327000000000005,15162.878499999997,35.321400000000004,14832.2822,-79.914,8.20513097685569,-423.1300000000001,167.61809037876017,174.803825536243,162.88901839696416,4.129842075654854,105.42999999999847,-0.9999051503367308,105.42,0.24214000963739848,1,2023-08-18 15:45:00,42.31666666666667,0,-0.45325779036827774,0,0,9.0,-0.7071067811865471,-0.7071067811865479,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844385,-0.5000000000000004,0,1,31,18,0,0,70.0,45.0,44.0,1.750206042130077,1.6295790614439107,2.1391407181589828,42.327000000000005,16.3
107,2023-08-21,04:51,USD/JPY,Range Trading,Sydney,3.0,118.62,Win,355.86,16371.81,16371.81,0.0,6371.789999999998,107,1,Monday,August,2023,3,4,1,5,6,355.86,0,1,201.992,15956.514000000001,165.244,15493.439000000002,65.50800000000001,15228.386000000002,37.5522,14869.8344,49.59400000000001,11.226144561697193,461.27999999999975,165.73300510828315,184.33391188132936,166.53274111239554,2.8139145124462557,0.0,0.0,118.62,0.3553768231326464,1,2023-08-21 04:51:00,61.1,0,12.521343198634028,0,0,9.0,0.8660254037844386,0.5000000000000001,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,21,0,0,80.0,50.0,44.0,2.283652574339882,1.6693414992371205,2.283652574339882,65.50800000000001,99.6
108,2023-08-23,17:17,XAU/USD,Swing,Overlap-EU-US,2.5,97.42,Loss,-97.42,16274.39,16371.81,0.6,6274.369999999998,108,0,Wednesday,August,2023,3,17,-1,5,6,97.42,1,0,160.92999999999998,16117.439999999999,143.704,15637.141,45.8415,15274.226499999999,37.4504,14907.2848,-86.268,9.6851396170615,-453.27999999999975,185.39016995395292,179.37403694294932,166.61529255780349,3.912918140613839,97.42000000000007,-0.9999999999999992,97.42,0.2555637414492717,1,2023-08-23 17:17:00,60.43333333333333,0,-17.872196931377506,0,0,9.0,-0.9659258262890683,-0.25881904510252063,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844385,-0.5000000000000004,0,0,31,23,0,0,70.0,45.0,44.0,1.820011269419625,1.6663179432434838,2.224458218179542,45.8415,28.599999999999998
109,2023-08-25,10:48,AUD/USD,Swing,Overlap-Asia-EU,1.0,91.16,Win,91.16,16365.55,16371.81,0.04,6365.529999999998,109,1,Friday,August,2023,3,10,1,5,5,91.16,0,1,112.37799999999997,16229.816,137.97899999999998,15775.116999999998,56.113,15330.338499999998,36.0732,14943.358,-45.309999999999995,9.207122213777176,188.57999999999993,186.11125862713885,175.56433177193577,165.86438462644776,3.1287639543766286,6.260000000000218,14.56230031948831,91.16,0.31961503474915826,1,2023-08-25 10:48:00,41.516666666666666,0,-6.425785259700268,0,0,8.0,0.49999999999999994,-0.8660254037844387,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844385,-0.5000000000000004,0,1,31,25,0,0,70.0,50.0,44.0,2.11801155608687,1.6418147851614624,2.11801155608687,56.113,51.6
110,2023-08-28,14:20,SPX500,News Trading,London,2.5,93.46,Loss,-93.46,16272.09,16371.81,0.61,6272.069999999998,110,0,Monday,August,2023,3,14,-1,5,4,93.46,1,0,30.143999999999977,16259.957999999999,137.304,15912.419,56.947,15387.2845,36.4956,14979.853799999999,2.3920000000000017,9.215474522906476,-184.6199999999999,187.02671022551235,174.7708226311186,165.49938358797593,3.0690084224123937,99.71999999999935,-0.9372242278379523,93.46,0.3258381413023136,1,2023-08-28 14:20:00,75.53333333333333,0,2.5230364194822164,0,0,8.0,-0.4999999999999997,-0.8660254037844388,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,28,0,0,70.0,50.0,44.0,2.1538009563173675,1.6542470232653192,2.1538009563173675,56.947,32.800000000000004
111,2023-08-29,05:56,AUD/USD,Range Trading,Sydney,2.0,111.91,Win,223.83,16495.92,16495.92,0.0,6495.899999999998,111,1,Tuesday,August,2023,3,5,1,5,3,223.83,0,1,95.99399999999999,16355.952,142.82199999999997,16055.238999999998,73.934,15461.217999999999,37.6884,15017.5422,-26.406,9.47854088077027,317.28999999999996,188.85932647225962,173.5922624821862,166.64942008214217,2.3479354895201965,0.0,0.0,111.91,0.4259060798149745,1,2023-08-29 05:56:00,15.6,0,19.74106569655467,0,0,8.0,0.9659258262890683,0.25881904510252074,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844385,-0.5000000000000004,0,0,31,29,1,0,70.0,55.00000000000001,44.0,2.69727161074827,1.675630035172258,2.206858590612221,73.934,77.4
112,2023-09-01,19:05,NZD/USD,Scalping,New York,3.0,80.41,Loss,-80.41,16415.51,16495.92,0.49,6415.489999999998,112,0,Friday,September,2023,3,19,-1,5,2,80.41,1,0,8.739999999999975,16364.692,105.36600000000001,16160.603,74.586,15535.803,37.8076,15055.3498,3.402000000000001,6.858800393441666,-304.2399999999998,192.6174820841671,172.95380628790363,166.56098144842093,2.3188508069597997,80.40999999999985,-1.0000000000000018,80.41,0.4312480979796542,1,2023-09-01 19:05:00,85.15,0,-28.14761862210705,0,0,8.0,-0.9659258262890684,0.2588190451025203,4,-0.433883739117558,-0.9009688679024191,9,-1.0,-1.8369701987210297e-16,0,1,30,1,0,1,60.0,55.00000000000001,44.0,2.7382569887085313,1.6792183014332578,2.2403920816706164,74.586,48.4
113,2023-09-04,07:30,EUR/GBP,Scalping,Tokyo,2.5,102.21,Win,255.52,16671.03,16671.03,0.0,6671.009999999998,113,1,Monday,September,2023,3,7,1,5,2,255.52,0,1,79.32799999999997,16444.019999999997,120.12899999999999,16280.730000000001,93.32350000000001,15629.1255,44.677600000000005,15100.027399999999,32.872,7.765278840783552,335.9300000000003,198.40302447571483,171.14136284539444,168.34135572456245,1.8338506683246387,0.0,0.0,102.21,0.5453006710265976,1,2023-09-04 07:30:00,60.416666666666664,0,27.111055838826005,1,0,7.0,0.9659258262890683,-0.25881904510252063,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,4,0,0,60.0,60.0,46.0,3.525874901886487,1.8288395252282772,2.350583267924325,93.32350000000001,86.2
114,2023-09-05,20:14,XAU/USD,Scalping,New York,2.5,111.72,Win,279.29,16950.32,16950.32,0.0,6950.299999999998,114,1,Tuesday,September,2023,3,20,2,5,2,558.58,0,2,116.954,16560.974,114.66599999999998,16395.394999999997,111.45599999999999,15740.5805,47.835,15147.8624,74.55,7.255593162853935,23.769999999999527,192.52735148833037,170.64717128440319,171.2652146585547,1.531072093780534,0.0,0.0,111.72,0.6531371083452987,1,2023-09-05 20:14:00,36.733333333333334,0,9.304373348987394,0,0,7.0,-0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,9,-1.0,-1.8369701987210297e-16,0,0,30,5,0,0,60.0,65.0,46.0,4.400225754293909,1.887414245377877,2.3693523292351815,111.45599999999999,91.2
115,2023-09-07,12:35,AUD/USD,Scalping,Overlap-Asia-EU,2.0,106.56,Win,213.12,17163.44,17163.44,0.0,7163.419999999998,115,1,Thursday,September,2023,3,12,3,5,2,639.36,0,3,178.26999999999998,16739.244,104.207,16499.601,112.59550000000002,15853.174999999997,53.9784,15201.840799999998,-2.1420000000000017,6.463838703634539,-66.17000000000007,182.87015642860433,171.27650407194,171.58074339362852,1.521166512622085,0.0,0.0,106.56,0.6573902276327835,1,2023-09-07 12:35:00,40.35,0,-4.618689581095592,0,0,6.0,1.2246467991473532e-16,-1.0,3,0.43388373911755823,-0.900968867902419,9,-1.0,-1.8369701987210297e-16,0,0,30,7,0,0,60.0,65.0,48.0,4.434988864821991,2.03759121000792,2.388070927211841,112.59550000000002,75.8
116,2023-09-11,16:17,EUR/GBP,Trend Following,Overlap-EU-US,3.0,93.23,Loss,-93.23,17070.21,17163.44,0.54,7070.189999999999,116,0,Monday,September,2023,3,16,-1,5,1,93.23,1,0,114.85799999999999,16854.102,105.426,16605.027000000002,113.43800000000002,15966.612,49.812200000000004,15251.652999999998,-2.5640000000000014,6.582563007501885,-306.34999999999945,181.35186095298582,170.1613380109719,172.5928717790476,1.5000382412504791,93.22999999999956,-1.0000000000000047,93.23,0.6666496709886333,1,2023-09-11 16:17:00,99.7,0,-12.509384384384381,0,0,6.0,-0.8660254037844385,-0.5000000000000004,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,11,0,0,60.0,65.0,46.0,4.5519859721635125,1.924375642543526,2.4510693696265067,113.43800000000002,33.800000000000004
